Target,Income,Age,Gender,Score,Tenure
0,400285,26,1,642,1
0,765708,53,1,392,2
0,458818,43,1,551,20
0,406672,87,1,476,12
0,340082,31,1,554,9
0,243376,89,1,627,1
0,775453,60,1,355,14
0,507663,32,1,408,14
0,234335,41,1,541,7
0,331013,49,1,351,9
0,762631,20,1,655,17
0,603671,77,1,668,11
0,571333,88,1,258,19
0,752286,67,1,492,13
0,399075,37,1,531,14
0,392522,79,1,631,6
0,245446,76,1,468,7
0,40044,54,1,272,12
0,657385,41,1,297,10
0,706031,31,1,602,16
0,313030,61,1,230,19
0,197216,45,1,623,10
0,333533,74,1,290,1
0,132567,25,1,537,11
0,176104,27,1,333,7
0,515255,28,1,294,8
0,763638,53,1,340,2
0,191393,58,1,391,14
0,633826,74,1,710,4
0,321639,88,1,246,14
0,231082,47,1,365,4
0,39472,87,1,413,1
0,739642,50,1,679,15
0,791415,41,1,258,2
0,482688,30,1,382,16
0,486718,88,1,516,9
0,675400,54,1,456,16
0,581090,33,1,554,1
0,491783,89,1,718,15
0,500300,63,1,425,8
0,277813,39,1,359,7
0,298014,59,1,558,17
0,31640,35,1,477,12
0,497145,67,1,753,17
0,564422,24,1,615,20
0,267032,82,1,691,8
0,150160,33,1,504,3
0,657978,80,1,238,13
0,244242,73,1,706,7
0,587886,63,1,629,10
0,751847,23,1,458,20
0,613126,37,1,333,16
0,371234,54,1,334,2
0,702296,55,1,499,6
0,472831,77,1,781,20
0,713502,65,1,426,17
0,245038,37,1,341,11
0,720225,79,1,577,3
0,699479,80,1,749,2
0,343154,23,1,596,3
0,301564,73,1,682,18
0,308108,90,1,219,11
0,485377,90,1,609,9
0,296216,61,1,458,18
0,425822,19,1,728,16
0,75477,79,1,444,14
0,713184,44,1,542,17
0,619004,45,1,548,4
0,309705,53,1,220,14
0,191199,73,1,386,8
0,228673,74,1,412,2
0,755535,33,1,728,10
0,163233,51,1,678,1
0,471192,42,1,299,14
0,473321,81,1,744,4
0,736957,83,1,234,17
0,316134,27,1,305,13
0,358132,26,1,472,20
0,331482,70,1,709,4
0,398647,69,1,333,20
0,35295,68,1,602,20
0,715026,27,1,657,4
0,464399,36,1,484,19
0,335585,63,1,248,20
0,584419,83,1,614,2
0,689450,43,1,504,20
0,294294,25,1,602,9
0,50075,31,1,475,9
0,573389,62,1,258,12
0,144292,43,1,524,4
0,68942,24,1,292,15
0,312406,66,1,670,19
0,762642,19,1,452,9
0,31910,46,1,538,16
0,587975,29,1,342,18
0,166751,51,1,242,19
0,488384,41,1,458,12
0,431995,61,1,677,12
0,249399,51,1,383,5
0,60150,59,1,773,16
0,647318,33,1,579,5
0,287031,35,1,418,11
0,598540,33,1,539,13
0,479366,31,1,765,18
0,155512,74,1,233,2
0,686030,85,1,405,14
0,742877,76,1,649,3
0,163540,82,1,612,9
0,533993,46,1,423,13
0,116880,61,1,728,9
0,299182,36,1,794,15
0,673337,60,1,622,2
0,412510,68,1,659,12
0,53330,34,1,205,13
0,521527,19,1,724,7
0,274527,19,1,618,4
0,439081,47,1,648,19
0,736619,30,1,455,19
0,241481,51,1,219,9
0,253525,59,1,440,4
0,797403,80,1,637,6
0,169731,48,1,626,13
0,256780,74,1,327,9
0,248394,55,1,362,4
0,264299,62,1,405,9
0,150427,38,1,599,7
0,197706,22,1,377,4
0,658668,45,1,765,10
0,370569,45,1,583,9
0,547087,46,1,486,13
0,746489,23,1,517,1
0,578164,70,1,564,5
0,619475,51,1,427,1
0,274431,35,1,649,15
0,431762,53,1,626,11
0,533402,30,1,534,15
0,405974,88,1,391,12
0,758276,30,1,274,13
0,310971,86,1,519,4
0,797612,18,1,499,17
0,86179,25,1,462,8
0,322224,24,1,479,17
0,197143,29,1,202,12
0,480912,42,1,366,7
0,156505,60,1,238,11
0,241436,35,1,259,18
0,536004,82,1,305,12
0,372790,25,1,323,19
0,523141,48,1,553,16
0,597377,37,1,788,17
0,284834,65,1,403,10
0,67378,46,1,673,11
0,84467,90,1,591,5
0,167363,46,1,203,11
0,612465,84,1,242,2
0,143144,25,1,665,17
0,144008,74,1,452,19
0,553382,40,1,290,4
0,491482,33,1,447,15
0,601117,26,1,260,8
0,516876,68,1,547,2
0,103201,47,1,252,12
0,191648,82,1,729,3
0,416861,71,1,480,16
0,361617,81,1,266,12
0,545932,27,1,623,10
0,165170,79,1,521,13
0,481885,85,1,671,11
0,32975,44,1,526,2
0,393276,70,1,424,6
0,743397,60,1,257,16
0,416670,73,1,280,3
0,685850,62,1,297,5
0,258503,58,1,655,3
0,71077,53,1,496,9
0,358675,29,1,475,11
0,269631,24,1,571,13
0,657475,22,1,441,7
0,470796,47,1,361,16
0,555734,86,1,403,20
0,47933,54,1,742,9
0,399529,90,1,765,15
0,442823,56,1,485,12
0,158150,26,1,462,14
0,194283,86,1,684,18
0,652439,43,1,482,14
0,483567,43,1,371,14
0,705908,69,1,553,3
0,726445,70,1,372,13
0,402812,89,1,325,13
0,362141,85,1,678,3
0,31556,20,1,283,20
0,683571,51,1,545,8
0,41521,77,1,491,6
0,76351,51,1,304,17
0,272002,32,1,661,2
0,640643,58,1,688,12
0,499068,44,1,686,18
0,155490,62,1,363,1
0,390112,90,1,569,6
0,319945,59,1,539,10
0,287840,89,1,206,20
0,488163,54,1,641,12
0,674842,18,1,289,1
0,177079,55,1,255,5
0,709418,38,1,440,2
0,117907,38,1,496,10
0,601756,38,1,788,7
0,310972,80,1,289,14
0,585172,76,1,374,14
0,240267,83,1,488,11
0,62339,75,1,629,13
0,248501,46,1,273,20
0,63107,53,1,298,4
0,656759,65,1,333,10
0,371650,33,1,518,2
0,677034,46,1,681,13
0,295953,42,1,592,11
0,285436,37,1,347,20
0,187773,28,1,351,11
0,787997,30,1,352,11
0,532001,22,1,495,18
0,661722,30,1,540,9
0,721710,79,1,454,19
0,698428,41,1,435,4
0,622320,27,1,338,1
0,591099,79,1,586,11
0,715160,79,1,328,5
0,81795,55,1,600,3
0,752860,67,1,202,9
0,712450,38,1,760,11
0,385660,60,1,709,13
0,763160,48,1,522,19
0,332135,48,1,575,17
0,715958,53,1,246,13
0,146277,73,1,708,12
0,371827,89,1,414,7
0,39184,27,1,390,14
0,404300,57,1,705,15
0,476988,49,1,443,2
0,185172,78,1,683,6
0,696277,20,1,701,14
0,514834,79,1,699,20
0,796214,40,1,351,7
0,179141,83,1,305,5
0,410610,56,1,386,3
0,412059,49,1,588,3
0,485069,25,1,408,12
0,139631,66,1,566,7
0,412442,66,1,653,4
0,693267,55,1,598,20
0,502163,82,1,557,10
0,789912,19,1,573,6
0,401926,90,1,721,10
0,323650,61,1,324,14
0,359774,27,1,232,18
0,436100,47,1,361,6
0,259279,62,1,719,18
0,653748,38,1,296,18
0,109837,29,1,240,14
0,189509,37,1,783,9
0,382451,46,1,640,15
0,125508,70,1,501,5
0,77974,18,1,759,7
0,422252,34,1,737,3
0,37347,50,1,538,20
0,464608,38,1,579,6
0,461081,30,1,795,4
0,496932,79,1,329,11
0,292552,21,1,653,18
0,529839,66,1,230,15
0,215311,58,1,399,12
0,695036,57,1,461,3
0,735453,28,1,453,14
0,628278,90,1,460,12
0,278044,82,1,346,17
0,574670,60,1,334,11
0,79174,45,1,316,6
0,316617,49,1,408,18
0,547541,62,1,390,4
0,390746,40,1,254,7
0,532726,25,1,317,13
0,187493,25,1,215,5
0,272813,38,1,404,11
0,238416,83,1,753,17
0,245346,37,1,544,14
0,254118,56,1,789,16
0,639701,54,1,715,3
0,678170,65,1,539,12
0,253751,77,1,423,9
0,644447,33,1,358,4
0,210306,24,1,398,1
0,532164,51,1,404,18
0,314588,52,1,464,1
0,308859,84,1,227,7
0,575580,48,1,739,4
0,719887,81,1,248,2
0,651697,27,1,576,5
0,461013,46,1,755,16
0,296164,33,1,427,2
0,644963,80,1,754,20
0,94945,70,1,729,4
0,417363,57,1,569,6
0,781901,64,1,354,10
0,528575,59,1,713,1
0,230099,76,1,471,2
0,401345,37,1,708,1
0,299083,54,1,456,8
0,178535,89,1,510,17
0,235229,40,1,537,13
0,45733,70,1,250,17
0,227769,60,1,759,12
0,619076,42,1,436,12
0,243039,57,1,303,2
0,38849,40,1,357,6
0,207567,21,1,359,6
0,201124,22,1,269,17
0,590200,72,1,479,4
0,466464,80,1,772,12
0,415494,90,1,342,18
0,388651,81,1,411,14
0,557858,69,1,793,5
0,755941,35,1,708,10
0,291524,80,1,314,20
0,34410,30,1,738,20
0,658793,29,1,751,2
0,344535,62,1,252,1
0,149979,54,1,551,5
0,53095,60,1,348,13
0,760388,31,1,323,15
0,631600,51,1,460,4
0,56342,66,1,214,17
0,516458,36,1,400,18
0,322332,22,1,350,16
0,173861,56,1,580,11
0,676329,67,1,479,15
0,663876,43,1,568,15
0,333254,62,1,222,1
0,189250,55,1,725,18
0,376122,73,1,719,4
0,95729,64,1,683,20
0,740449,54,1,503,13
0,293345,20,1,429,3
0,648861,24,1,311,12
0,59151,81,1,724,13
0,88689,33,1,762,15
0,390752,43,1,362,20
0,128738,75,1,630,6
0,627501,32,1,546,7
0,349875,47,1,309,19
0,663895,81,1,218,14
0,540192,20,1,638,3
0,120355,37,1,638,6
0,397613,25,1,543,17
0,378222,80,1,331,18
0,72371,82,1,398,18
0,176128,63,1,738,5
0,522415,54,1,786,9
0,59011,61,1,451,2
0,625006,22,1,489,4
0,585483,85,1,692,14
0,352772,18,1,482,5
0,563791,45,1,554,9
0,209609,28,1,374,20
0,568650,42,1,765,16
0,542384,28,1,371,13
0,325442,31,1,391,10
0,162723,82,1,727,11
0,307570,40,1,470,11
0,180736,82,1,258,10
0,87389,68,1,287,15
0,177530,57,1,263,9
0,135369,22,1,742,13
0,561306,38,1,356,7
0,175766,74,1,695,5
0,667561,77,1,285,7
0,264461,76,1,688,8
0,388913,26,1,302,5
0,660070,90,1,287,18
0,459059,26,1,421,4
0,300327,70,1,452,17
0,520190,79,1,395,13
0,537666,46,1,767,5
0,87300,63,1,285,5
0,762875,78,1,769,16
0,401003,27,1,268,5
0,290098,42,1,406,9
0,258119,83,1,776,20
0,247158,47,1,743,3
0,374393,76,1,228,20
0,510968,75,1,485,12
0,320350,32,1,699,5
0,168250,72,1,629,2
0,363886,88,1,581,10
0,503264,60,1,593,1
0,40079,50,1,363,13
0,430983,30,1,615,12
0,335535,85,1,286,3
0,326953,84,1,752,2
0,45726,68,1,453,7
0,126093,35,1,503,2
0,647031,26,1,532,7
0,252267,82,1,550,13
0,82865,55,1,758,18
0,506260,73,1,792,11
0,587303,46,1,558,19
0,375821,71,1,372,11
0,425921,66,1,205,3
0,299620,83,1,616,19
0,564594,67,1,355,11
0,311548,19,1,248,18
0,356719,84,1,303,5
0,598791,31,1,752,16
0,523961,51,1,557,5
0,714008,35,1,535,6
0,130574,46,1,549,5
0,572846,44,1,770,6
0,236079,66,1,206,17
0,338160,41,1,291,14
0,445019,21,1,203,1
0,398964,74,1,734,8
0,625889,25,1,335,18
0,388090,90,1,456,1
0,186994,64,1,413,14
0,597143,76,1,752,11
0,464838,45,1,479,16
0,461847,45,1,434,20
0,452052,83,1,544,20
0,771400,41,1,534,7
0,483325,44,1,799,17
0,795682,31,1,538,19
0,606432,70,1,618,8
0,795935,53,1,462,19
0,351486,44,1,260,8
0,502836,69,1,626,12
0,332696,42,1,229,4
0,702446,39,1,437,19
0,387174,22,1,780,18
0,318412,37,1,532,16
0,329644,36,1,222,5
0,670296,63,1,398,16
0,473747,90,1,302,10
0,262170,65,1,637,16
0,208403,40,1,373,11
0,86985,41,1,647,10
0,648732,38,1,531,16
0,104873,88,1,289,4
0,402928,18,1,380,10
0,712213,37,1,321,3
0,131128,29,1,429,20
0,480427,47,1,342,11
0,483575,41,1,316,17
0,586427,42,1,791,2
0,182723,51,1,557,9
0,254686,28,1,321,20
0,261043,33,1,467,16
0,311300,72,1,742,7
0,349045,89,1,396,10
0,345264,59,1,305,15
0,443581,42,1,226,20
0,200360,85,1,633,7
0,400493,44,1,659,18
0,114713,51,1,205,7
0,378468,88,1,328,15
0,576513,74,1,231,19
0,279326,24,1,726,19
0,492748,26,1,218,2
0,148790,18,1,684,16
0,521082,29,1,723,15
0,307238,69,1,575,15
0,538329,63,1,733,16
0,47944,63,1,338,2
0,498178,23,1,276,3
0,57246,32,1,697,5
0,729648,52,1,714,13
0,656199,83,1,770,16
0,132153,86,1,608,17
0,110496,20,1,798,2
0,124318,25,1,345,2
0,211592,59,1,273,6
0,404591,34,1,648,16
0,678708,78,1,297,10
0,452418,42,1,476,12
0,483066,56,1,438,3
0,694234,85,1,358,17
0,187042,37,1,499,13
0,602917,38,1,404,2
0,588158,59,1,298,5
0,531358,23,1,460,10
0,86577,73,1,350,2
0,288308,49,1,726,1
0,422500,24,1,500,9
0,392622,81,1,511,20
0,217836,52,1,400,17
0,160641,49,1,554,8
0,178643,41,1,559,17
0,577478,37,1,748,20
0,219816,23,1,242,8
0,653246,35,1,667,4
0,257912,45,1,397,5
0,392269,51,1,686,2
0,224333,30,1,292,7
0,118422,35,1,551,18
0,594088,64,1,347,3
0,624904,40,1,617,14
0,313227,23,1,506,9
0,799996,46,1,490,5
0,511198,76,1,476,19
0,401779,59,1,303,13
0,774973,70,1,695,4
0,580407,57,1,434,13
0,798178,49,1,661,1
0,163253,87,1,266,11
0,761229,29,1,584,13
0,353039,50,1,421,17
0,61139,42,1,222,4
0,164730,84,1,764,6
0,781037,52,1,356,9
0,662700,28,1,453,11
0,767261,23,1,562,2
0,324719,46,1,633,19
0,519602,47,1,793,7
0,589593,58,1,224,6
0,512394,43,1,414,8
0,437632,28,1,704,4
0,685139,76,1,310,17
0,630043,58,1,630,2
0,535467,43,1,749,4
0,233165,26,1,571,17
0,91597,23,1,799,1
0,396196,71,1,492,17
0,555194,81,1,494,5
0,408420,33,1,682,6
0,165934,78,1,233,14
0,631180,20,1,617,10
0,339714,88,1,460,8
0,149031,52,1,793,10
0,293254,76,1,299,20
0,591309,53,1,783,6
0,52263,55,1,374,20
0,221653,85,1,354,2
0,773451,85,1,704,7
0,40181,75,1,277,9
0,678519,34,1,536,15
0,652498,59,1,444,6
0,516549,72,1,723,6
0,74827,37,1,734,10
0,85443,20,1,693,13
0,752868,51,1,279,1
0,607891,45,1,443,6
0,84016,55,1,510,7
0,501412,23,1,712,3
0,767973,83,1,701,18
0,226497,28,1,545,10
0,103415,44,1,339,4
0,527014,18,1,617,17
0,284595,79,1,541,7
0,129212,52,1,375,7
0,550594,23,1,686,9
0,380163,77,1,553,4
0,209641,88,1,241,13
0,287202,38,1,730,5
0,672752,35,1,624,2
0,716194,80,1,665,3
0,649178,57,1,442,9
0,354839,20,1,532,4
0,206748,77,1,260,12
0,497521,57,1,549,14
0,248164,27,1,758,17
0,80116,68,1,397,5
0,730904,49,1,764,15
0,106174,62,1,744,3
0,274924,77,1,373,10
0,701955,23,1,387,7
0,239499,26,1,448,2
0,655151,26,1,321,16
0,210608,76,1,205,2
0,43504,25,1,207,14
0,339400,41,1,253,12
0,749607,19,1,339,7
0,204347,44,1,713,14
0,343677,32,1,635,11
0,142926,53,1,641,12
0,351609,58,1,586,17
0,405793,89,1,311,15
0,529345,60,1,412,11
0,694269,32,1,309,3
0,594567,52,1,227,8
0,265659,71,1,629,4
0,162519,80,1,320,5
0,54585,19,1,674,1
0,321901,47,1,360,12
0,562598,23,1,408,2
0,120660,87,1,448,17
0,459046,54,1,779,2
0,715471,64,1,405,19
0,439977,79,1,323,9
0,332016,65,1,524,20
0,369610,24,1,628,2
0,686027,24,1,709,2
0,279740,83,1,220,16
0,144690,32,1,248,6
0,751404,72,1,372,14
0,178717,58,1,703,4
0,332222,84,1,724,10
0,187195,54,1,651,17
0,609642,68,1,486,20
0,129849,26,1,671,9
0,311214,59,1,566,5
0,689922,83,1,272,17
0,713553,62,1,534,17
0,560328,57,1,507,17
0,760183,58,1,239,9
0,232501,47,1,232,6
0,38290,29,1,315,5
0,630464,33,1,745,7
0,45801,25,1,575,4
0,201885,86,1,448,4
0,142355,34,1,370,4
0,752102,39,1,545,16
0,93691,79,1,310,13
0,585516,43,1,683,13
0,204285,39,1,791,15
0,524737,83,1,388,6
0,733472,31,1,364,19
0,389079,45,1,392,18
0,616031,65,1,707,12
0,402275,74,1,734,4
0,432017,81,1,668,4
0,123627,81,1,277,15
0,53787,44,1,674,19
0,603753,51,1,477,17
0,513176,24,1,358,18
0,316826,89,1,629,5
0,142526,86,1,620,10
0,295283,41,1,259,19
0,209049,58,1,353,18
0,30452,78,1,280,6
0,590462,25,1,345,14
0,341333,90,1,376,1
0,403825,22,1,723,6
0,798203,54,1,337,6
0,131887,31,1,550,1
0,703597,90,1,573,12
0,718753,67,1,462,3
0,786483,60,1,399,9
0,607296,89,1,798,4
0,347766,55,1,606,20
0,758764,42,1,265,18
0,73491,19,1,219,5
0,273057,58,1,332,14
0,614734,61,1,775,10
0,728299,29,1,551,18
0,639468,62,1,461,1
0,386406,31,1,332,2
0,762295,84,1,406,7
0,203123,60,1,239,20
0,509499,81,1,484,4
0,253195,18,1,523,19
0,58562,75,1,731,12
0,200742,33,1,523,16
0,417587,90,1,363,20
0,763527,86,1,333,10
0,566540,71,1,710,16
0,762265,86,1,278,17
0,238354,88,1,226,3
0,476935,69,1,303,13
0,99197,30,1,237,10
0,549193,31,1,576,3
0,489456,27,1,746,12
0,769816,54,1,207,4
0,407671,61,1,554,19
0,487004,58,1,277,12
0,525957,53,1,389,5
0,449242,51,1,429,16
0,55647,46,1,268,19
0,197406,78,1,475,18
0,512250,25,1,349,1
0,536844,79,1,676,20
0,582687,63,1,769,9
0,780296,34,1,539,9
0,790533,65,1,602,13
0,423142,63,1,767,20
0,577573,21,1,393,7
0,635569,59,1,742,7
0,119888,58,1,771,3
0,208682,44,1,546,16
0,238625,20,1,755,17
0,49541,58,1,516,20
0,448229,81,1,620,10
0,253616,36,1,684,13
0,624906,24,1,406,11
0,479615,76,1,740,3
0,555088,59,1,206,10
0,373349,90,1,349,1
0,401677,28,1,777,8
0,705056,64,1,257,7
0,51995,78,1,494,8
0,559986,31,1,247,3
0,523717,87,1,420,2
0,89519,88,1,348,11
0,327533,33,1,762,6
0,740219,44,1,398,14
0,85935,18,1,415,7
0,542831,46,1,720,15
0,56980,74,1,617,15
0,390664,57,1,633,13
0,466685,90,1,729,11
0,327395,68,1,560,9
0,262781,34,1,749,12
0,218714,66,1,736,16
0,532027,32,1,560,17
0,638557,60,1,545,6
0,514333,80,1,455,17
0,252537,31,1,339,7
0,307128,60,1,472,11
0,704033,78,1,242,16
0,45636,49,1,479,9
0,501628,41,1,254,10
0,357233,71,1,633,7
0,193970,86,1,614,4
0,781163,32,1,766,6
0,734584,52,1,614,5
0,169850,83,1,390,13
0,647330,66,1,365,3
0,608093,44,1,384,1
0,260692,38,1,207,5
0,145308,78,1,337,14
0,37968,51,1,467,6
0,247304,74,1,379,6
0,605974,55,1,261,14
0,664593,65,1,677,7
0,751174,74,1,250,6
0,264108,69,1,598,5
0,301519,72,1,492,15
0,211237,70,1,383,8
0,439095,73,1,371,7
0,651868,72,1,652,3
0,202583,24,1,256,16
0,85354,27,1,219,9
0,332037,48,1,731,5
0,337543,30,1,692,7
0,299055,39,1,247,7
0,127290,74,1,742,7
0,37550,49,1,516,8
0,426872,33,1,323,20
0,191156,18,1,480,14
0,665601,80,1,321,20
0,270034,69,1,345,10
0,200632,40,1,280,17
0,713087,24,1,722,17
0,535112,28,1,799,17
0,223155,53,1,604,12
0,149034,64,1,276,13
0,50951,34,1,795,9
0,780172,71,1,627,6
0,480083,77,1,408,15
0,291616,66,1,700,3
0,243592,27,1,451,18
0,111973,23,1,454,14
0,272756,78,1,455,16
0,470431,85,1,590,4
0,255812,79,1,669,12
0,796796,33,1,259,12
0,109950,40,1,485,17
0,769672,61,1,613,19
0,329406,56,1,671,16
0,216717,88,1,220,5
0,755239,65,1,202,16
0,793378,46,1,687,11
0,778081,31,1,568,4
0,466236,53,1,602,5
0,189842,81,1,462,13
0,686500,61,1,411,20
0,246458,24,1,205,18
0,758221,80,1,377,20
0,445267,79,1,257,12
0,179529,33,1,474,15
0,226369,69,1,745,7
0,418795,46,1,508,12
0,396808,90,1,455,1
0,683067,28,1,473,19
0,445402,23,1,404,3
0,480264,85,1,579,8
0,337810,71,1,603,20
0,434616,29,1,724,13
0,580197,72,1,742,19
0,547892,62,1,326,12
0,481424,74,1,314,8
0,469191,42,1,360,20
0,796432,58,1,210,10
0,363195,24,1,597,17
0,479218,57,1,353,10
0,105945,26,1,689,5
0,328854,64,1,718,6
0,681530,34,1,408,12
0,633225,83,1,487,7
0,194192,78,1,554,10
0,140288,20,1,282,13
0,90826,80,1,567,9
0,61271,51,1,305,15
0,668791,36,1,303,18
0,410812,83,1,572,19
0,96800,84,1,749,11
0,294233,55,1,209,16
0,584463,56,1,320,12
0,663932,36,1,342,19
0,405533,47,1,674,5
0,586331,19,1,760,13
0,490466,40,1,749,9
0,446173,38,1,481,11
0,645651,34,1,642,9
0,448319,87,1,472,14
0,640812,71,1,799,10
0,718273,24,1,282,19
0,81248,46,1,370,8
0,494781,42,1,748,16
0,760053,37,1,674,8
0,253140,67,1,758,15
0,310735,71,1,653,16
0,454655,89,1,538,17
0,433711,54,1,563,1
0,589860,31,1,534,8
0,783383,69,1,774,4
0,221192,23,1,304,8
0,508660,46,1,679,12
0,155249,78,1,368,20
0,787702,49,1,690,1
0,82936,88,1,638,9
0,502622,66,1,501,10
0,564228,85,1,385,4
0,385293,30,1,688,5
0,319662,39,1,679,3
0,193682,32,1,652,15
0,591599,89,1,211,19
0,493088,82,1,377,2
0,492151,21,1,687,18
0,696122,18,1,774,20
0,96712,78,1,660,3
0,573895,37,1,401,11
0,60796,42,1,421,3
0,452775,59,1,653,8
0,80492,44,1,236,14
0,404131,78,1,788,5
0,506222,35,1,406,16
0,781353,43,1,397,5
0,379086,30,1,400,15
0,269952,63,1,528,5
0,108581,62,1,527,20
0,735892,75,1,283,18
0,453560,75,1,656,7
0,764081,35,1,635,18
0,69634,89,1,306,14
0,449893,52,1,676,20
0,265015,53,1,283,6
0,633690,82,1,606,13
0,551311,35,1,712,13
0,391898,90,1,333,12
0,497559,43,1,400,12
0,354094,73,1,409,2
0,635354,55,1,370,8
0,451814,88,1,572,17
0,743343,85,1,685,13
0,672835,73,1,253,9
0,148641,20,1,628,9
0,651932,69,1,620,13
0,602602,73,1,454,19
0,212843,49,1,583,17
0,345925,62,1,799,17
0,272350,61,1,237,4
0,420040,20,1,505,16
0,97717,78,1,258,17
0,91205,87,1,243,14
0,241378,86,1,438,18
0,444241,60,1,722,8
0,676055,77,1,494,18
0,747412,86,1,788,3
0,428182,87,1,600,12
0,441593,22,1,353,20
0,676723,88,1,587,3
0,555490,29,1,663,11
0,537409,29,1,655,4
0,223104,84,1,382,5
0,220758,85,1,715,11
0,194589,33,1,459,20
0,633153,22,1,281,6
0,646280,46,1,668,10
0,788730,73,1,441,20
0,123972,64,1,249,20
0,681053,61,1,604,16
0,753946,59,1,731,2
0,639567,54,1,268,4
0,505605,21,1,658,15
0,51686,18,1,540,7
0,703807,83,1,529,20
0,250962,50,1,390,15
0,783426,41,1,496,12
0,248038,69,1,419,6
0,438314,90,1,640,6
0,352084,83,1,378,20
0,84868,77,1,431,11
0,714737,61,1,678,18
0,270985,21,1,325,13
0,744219,40,1,529,6
0,206116,81,1,436,15
0,128743,22,1,671,10
0,759942,52,1,541,16
0,431589,81,1,781,4
0,558106,71,1,666,12
0,128071,39,1,223,2
0,703477,77,1,403,12
0,301824,64,1,524,1
0,397287,34,1,433,10
0,144365,85,1,533,13
0,311630,26,1,761,16
0,599323,30,1,250,17
0,697886,79,1,422,8
0,290437,49,1,214,6
0,519558,39,1,634,5
0,536787,46,1,238,9
0,418107,71,1,509,15
0,463008,43,1,371,20
0,89432,50,1,346,17
0,342493,85,1,476,16
0,310803,85,1,627,18
0,350109,68,1,445,9
0,678120,84,1,202,17
0,118255,27,1,340,4
0,288932,21,1,509,16
0,466821,65,1,354,1
0,662696,68,1,636,8
0,247550,61,1,467,9
0,776956,64,1,359,3
0,492077,79,1,346,16
0,98229,19,1,520,4
0,204259,64,1,730,2
0,432821,80,1,356,18
0,687329,84,1,652,19
0,715414,71,1,579,10
0,233659,20,1,382,1
0,227553,45,1,273,12
0,686994,64,1,201,8
0,472743,90,1,298,6
0,55307,31,1,552,7
0,340284,44,1,280,19
0,195653,62,1,466,11
0,764061,89,1,711,8
0,474273,50,1,351,3
0,679980,58,1,451,2
0,211252,48,1,542,10
0,629514,44,1,439,3
0,475333,37,1,604,3
0,238698,84,1,780,4
0,670727,42,1,453,7
0,320551,20,1,542,11
0,416278,73,1,615,13
0,486698,55,1,396,4
0,372833,78,1,257,1
0,576488,45,1,508,11
0,642576,90,1,524,9
0,798657,79,1,269,19
0,687791,22,1,530,4
0,763731,80,1,656,8
0,734101,38,1,415,6
