Target,Income,Age,Gender,Score,Tenure
0,718273,0,1,282,19
0,81248,0,1,370,8
0,494781,0,1,748,16
0,760053,0,1,674,8
0,253140,0,1,758,15
0,310735,0,1,653,16
0,454655,0,1,538,17
0,433711,0,1,563,1
0,589860,0,1,534,8
0,783383,0,1,774,4
0,221192,0,1,304,8
0,508660,0,1,679,12
0,155249,0,1,368,20
0,787702,0,1,690,1
0,82936,0,1,638,9
0,502622,0,1,501,10
0,564228,0,1,385,4
0,385293,0,1,688,5
0,319662,0,1,679,3
0,193682,0,1,652,15
0,591599,0,1,211,19
0,493088,0,1,377,2
0,492151,0,1,687,18
0,696122,0,1,774,20
0,96712,0,1,660,3
0,573895,0,1,401,11
0,60796,0,1,421,3
0,452775,0,1,653,8
0,80492,0,1,236,14
0,404131,0,1,788,5
0,506222,0,1,406,16
0,781353,0,1,397,5
0,379086,0,1,400,15
0,269952,0,1,528,5
0,108581,0,1,527,20
0,735892,0,1,283,18
0,453560,0,1,656,7
0,764081,0,1,635,18
0,69634,0,1,306,14
0,449893,0,1,676,20
0,265015,0,1,283,6
0,633690,0,1,606,13
0,551311,0,1,712,13
0,391898,0,1,333,12
0,497559,0,1,400,12
0,354094,0,1,409,2
0,635354,0,1,370,8
0,451814,0,1,572,17
0,743343,0,1,685,13
0,672835,0,1,253,9
0,148641,0,1,628,9
0,651932,0,1,620,13
0,602602,0,1,454,19
0,212843,0,1,583,17
0,345925,0,1,799,17
0,272350,0,1,237,4
0,420040,0,1,505,16
0,97717,0,1,258,17
0,91205,0,1,243,14
0,241378,0,1,438,18
0,444241,0,1,722,8
0,676055,0,1,494,18
0,747412,0,1,788,3
0,428182,0,1,600,12
0,441593,0,1,353,20
0,676723,0,1,587,3
0,555490,0,1,663,11
0,537409,0,1,655,4
0,223104,0,1,382,5
0,220758,0,1,715,11
0,194589,0,1,459,20
0,633153,0,1,281,6
0,646280,0,1,668,10
0,788730,0,1,441,20
0,123972,0,1,249,20
0,681053,0,1,604,16
0,753946,0,1,731,2
0,639567,0,1,268,4
0,505605,0,1,658,15
0,51686,0,1,540,7
0,703807,0,1,529,20
0,250962,0,1,390,15
0,783426,0,1,496,12
0,248038,0,1,419,6
0,438314,0,1,640,6
0,352084,0,1,378,20
0,84868,0,1,431,11
0,714737,0,1,678,18
0,270985,0,1,325,13
0,744219,0,1,529,6
0,206116,0,1,436,15
0,128743,0,1,671,10
0,759942,0,1,541,16
0,431589,0,1,781,4
0,558106,0,1,666,12
0,128071,0,1,223,2
0,703477,0,1,403,12
0,301824,0,1,524,1
0,397287,0,1,433,10
0,144365,0,1,533,13
0,311630,0,1,761,16
0,599323,0,1,250,17
0,697886,0,1,422,8
0,290437,0,1,214,6
0,519558,0,1,634,5
0,536787,0,1,238,9
0,418107,0,1,509,15
0,463008,0,1,371,20
0,89432,0,1,346,17
0,342493,0,1,476,16
0,310803,0,1,627,18
0,350109,0,1,445,9
0,678120,0,1,202,17
0,118255,0,1,340,4
0,288932,0,1,509,16
0,466821,0,1,354,1
0,662696,0,1,636,8
0,247550,0,1,467,9
0,776956,0,1,359,3
0,492077,0,1,346,16
0,98229,0,1,520,4
0,204259,0,1,730,2
0,432821,0,1,356,18
0,687329,0,1,652,19
0,715414,0,1,579,10
0,233659,0,1,382,1
0,227553,0,1,273,12
0,686994,0,1,201,8
0,472743,0,1,298,6
0,55307,0,1,552,7
0,340284,0,1,280,19
0,195653,0,1,466,11
0,764061,0,1,711,8
0,474273,0,1,351,3
0,679980,0,1,451,2
0,211252,0,1,542,10
0,629514,0,1,439,3
0,475333,0,1,604,3
0,238698,0,1,780,4
0,670727,0,1,453,7
0,320551,0,1,542,11
0,416278,0,1,615,13
0,486698,0,1,396,4
0,372833,0,1,257,1
0,576488,0,1,508,11
0,642576,0,1,524,9
0,798657,0,1,269,19
0,687791,0,1,530,4
0,763731,0,1,656,8
0,734101,0,1,415,6
